id,match,num,home_p1,home_p2,away_p1,away_p2,home_g1_score,away_g1_score,home_g2_score,away_g2_score,home_g3_score,away_g3_score,
536,274,5,334,336,49,39,21,6,21,17,0,0
537,274,6,339,340,41,45,21,13,21,15,0,0
538,274,7,334,336,47,38,21,16,20,22,21,14
539,274,8,339,340,49,39,21,16,21,17,0,0
540,274,9,385,338,41,45,21,11,21,16,0,0
541,66,1,231,242,156,143,15,21,21,10,15,21
542,66,2,244,245,153,148,21,10,15,21,21,10
543,66,3,244,245,156,143,21,12,10,21,21,13
544,66,4,231,242,153,148,21,9,21,9,0,0
545,66,5,231,244,156,153,21,15,21,8,0,0
546,66,6,242,245,143,148,21,12,21,8,0,0
547,161,1,248,233,140,100,21,16,21,11,0,0
548,161,2,519,229,98,97,21,12,13,21,21,15
549,161,3,333,232,99,102,16,21,21,17,22,20
550,161,4,519,229,140,100,22,20,21,18,0,0
551,161,5,333,232,98,97,21,12,19,21,23,21
552,161,6,248,233,99,102,21,19,21,14,0,0
553,161,7,333,232,140,100,18,21,21,14,18,21
554,161,8,248,233,98,97,21,12,17,21,21,14
555,161,9,519,229,99,102,21,12,16,21,21,10
556,9,1,77,80,179,177,21,18,13,21,21,14
557,9,2,94,78,164,183,20,22,23,21,15,21
558,9,3,94,78,179,177,19,21,6,21,0,0
559,9,4,77,80,164,183,10,21,17,21,0,0
560,9,5,77,94,179,164,10,21,7,21,0,0
561,9,6,80,78,177,183,13,21,21,15,21,18
562,40,1,27,33,179,177,9,21,21,19,12,21
563,40,2,315,32,164,183,27,25,13,21,26,24
564,40,3,315,32,179,177,14,21,21,14,20,22
565,40,4,27,33,164,183,12,21,11,21,0,0
566,40,5,27,315,179,164,15,21,11,21,0,0
567,40,6,33,32,177,183,20,22,21,14,21,16
568,22,1,179,177,296,222,21,13,21,13,0,0
569,22,2,164,183,294,220,12,21,14,21,0,0
570,22,3,164,183,296,222,21,14,21,17,0,0
