id|division|venue|dt|home_team|away_team|courts|home_authorised|away_authorised|home_captain|away_captain|played|home_rubbers|away_rubbers|drawn_rubbers|home_games|away_games|home_points|away_points|home_attendence|away_attendence|home_PTS|away_PTS|status|confirmed|key|submitted_by|submitted_dt|confirmed_by|confirmed_dt|
155|7|2|18.11.2010 20:00:00|32|33|2|||||32|5|1|2|12|4|333|276|4|4|3|1|0|||3|||
157|7|4|21.04.2011 20:30:00|33|32|2|||||-1|2|2|4|8|8|311|319|4|4|2|2|0|||7|||
158|9|6|16.03.2011 20:00:00|42|41|2|||||42|8|1|0|17|4|436|292|6|6|3|1|0|||9|||
159|7|4|24.03.2011 20:30:00|33|35|2|||||-1|1|1|6|8|8|310|298|4|4|2|2|0|||7|||
160|7|2|11.11.2010 20:00:00|32|35|2|||||32|3|1|4|10|6|312|270|4|4|3|1|0|||3|||
161|6|7|19.10.2010 20:00:00|30|28|2|||||28|0|6|2|2|14|199|321|4|4|1|3|0|||4|||
162|6|2|06.01.2011 20:00:00|28|31|2|||||31|0|8|0|0|16|250|339|4|4|1|3|0|||3|||
163|7|2|04.11.2010 20:00:00|32|34|2|||||32|4|0|4|12|4|311|289|4|4|3|1|0|||3|||
164|6|2|18.11.2010 20:00:00|28|29|2|||||28|4|2|2|10|6|307|261|4|4|3|1|0|||3|||
165|6|11|11.02.2011 19:30:00|29|28|2|||||29|3|2|3|9|7|309|276|4|4|3|1|0|||6|||
166|7|2|22.02.2011 19:30:00|35|32|2|||||35|3|1|4|10|6|310|277|4|4|3|1|0|||13|||
167|6|2|24.03.2011 20:00:00|28|30|2|||||28|7|0|1|15|1|334|211|4|4|3|1|0|||3|||
168|7|3|24.03.2011 19:30:00|34|32|2|||||0|0|0|0|0|0|0|0|0|0|0|0|0|||10|||
169|6|2|19.04.2011 19:30:00|31|28|2|||||31|6|0|2|14|2|326|266|4|4|3|1|0|||13|||
170|8|9|04.10.2010 19:00:00|38|36|2|||||38|7|0|1|15|1|333|223|4|4|3|1|0|||8|||
171|8|9|18.10.2010 19:00:00|38|37|2|||||38|5|1|2|12|4|319|215|4|4|3|1|0|||8|||
172|8|9|01.11.2010 19:00:00|38|39|2|||||38|5|1|2|12|4|323|248|4|4|3|1|0|||8|||
173|8|7|15.03.2011 20:00:00|36|38|2|||||36|3|1|4|10|6|311|300|4|4|3|1|0|||4|||
174|8|3|27.01.2011 19:30:00|39|38|2|||||38|1|3|4|6|10|255|295|4|4|1|3|0|||10|||
175|8|6|02.03.2011 20:00:00|37|38|2|||||38|2|3|3|7|9|288|316|4|4|1|3|0|||9|||
176|7|4|29.11.2010 20:30:00|33|34|2|||||33|5|0|3|13|3|319|244|4|4|3|1|0|||7|||
177|7|3|07.04.2011 19:30:00|34|33|2|||||33|0|6|2|2|14|261|333|4|4|1|3|0|||10|||
178|9|6|29.09.2010 20:00:00|42|40|2|||||42|5|4|0|12|9|418|375|6|6|3|1|0|||9|||
180|10|9|08.11.2010 19:00:00|45|46|2|||||46|1|8|0|6|17|392|458|6|6|1|3|0|||8|||
181|7|3|09.12.2010 19:00:00|34|35|2|||||-1|2|2|4|8|8|297|274|4|4|2|2|0|||10|||
182|7|2|25.01.2011 19:30:00|35|34|2|||||34|1|3|4|6|10|286|307|4|4|1|3|0|||13|||
183|10|3|07.10.2010 19:30:00|46|44|2|||||46|5|4|0|10|11|343|367|6|6|3|1|0|||10|||
184|8|3|25.11.2010 19:30:00|39|36|2|||||39|4|0|4|12|4|317|284|4|4|3|1|0|||10|||
185|10|3|10.03.2011 19:30:00|46|45|2|||||0|0|0|0|0|0|0|0|0|0|0|0|0|||10|||
186|8|3|02.12.2010 19:30:00|39|37|2|||||39|3|1|4|10|6|320|269|4|4|3|1|0|||10|||
